,year,region,location,adm,total_1,total_2,total_3,total_4
452,2013,Goiás,Total,Estadual,8.5,43.0,47.4,1.1
453,2013,Goiás,Rural,Federal,0.0,75.0,25.0,0.0
454,2013,Goiás,Urbana,Federal,0.0,16.7,83.3,0.0
455,2013,Goiás,Total,Federal,0.0,40.0,60.0,0.0
456,2013,Goiás,Rural,Total,11.3,32.3,35.3,21.1
457,2013,Goiás,Urbana,Total,9.8,40.9,45.7,3.6
458,2013,Distrito Federal,Total,Total,13.4,54.9,30.3,1.4
459,2013,Distrito Federal,Rural,Pública,27.6,51.3,19.7,1.4
460,2013,Distrito Federal,Urbana,Pública,11.0,61.5,26.5,1.0
461,2013,Distrito Federal,Total,Pública,13.1,60.2,25.7,1.0
462,2013,Distrito Federal,Rural,Privada,0.0,50.0,0.0,50.0
463,2013,Distrito Federal,Urbana,Privada,13.9,46.6,37.5,2.0
464,2013,Distrito Federal,Total,Privada,13.9,46.6,37.3,2.2
465,2013,Distrito Federal,Rural,Estadual,28.0,52.0,18.7,1.3
466,2013,Distrito Federal,Urbana,Estadual,11.1,61.7,26.5,0.7
467,2013,Distrito Federal,Total,Estadual,13.2,60.5,25.5,0.8
468,2013,Distrito Federal,Rural,Federal,0.0,0.0,100.0,0.0
469,2013,Distrito Federal,Urbana,Federal,0.0,0.0,50.0,50.0
470,2013,Distrito Federal,Total,Federal,0.0,0.0,66.7,33.3
471,2013,Distrito Federal,Rural,Total,26.9,51.3,19.2,2.6
472,2013,Distrito Federal,Urbana,Total,12.3,55.2,31.2,1.3
0,2014,Rondônia,Total,Total,6.6,33.6,49.6,10.2
1,2014,Rondônia,Rural,Pública,6.8,31.6,41.2,20.4
2,2014,Rondônia,Urbana,Pública,4.0,32.3,61.0,2.7
3,2014,Rondônia,Total,Pública,5.3,32.0,51.9,10.8
4,2014,Rondônia,Rural,Privada,16.7,83.3,0.0,0.0
5,2014,Rondônia,Urbana,Privada,17.1,45.0,32.6,5.3
6,2014,Rondônia,Total,Privada,17.0,46.7,31.1,5.2
7,2014,Rondônia,Rural,Municipal,8.2,31.3,41.1,19.4
8,2014,Rondônia,Urbana,Municipal,7.3,38.0,50.5,4.2
9,2014,Rondônia,Total,Municipal,7.8,34.2,45.1,12.9
10,2014,Rondônia,Rural,Estadual,2.6,32.2,41.7,23.5
11,2014,Rondônia,Urbana,Estadual,0.7,26.9,71.1,1.3
12,2014,Rondônia,Total,Estadual,1.2,28.4,62.8,7.6
13,2014,Rondônia,Rural,Federal,0.0,50.0,50.0,0.0
14,2014,Rondônia,Urbana,Federal,0.0,0.0,100.0,0.0
15,2014,Rondônia,Total,Federal,0.0,33.3,66.7,0.0
16,2014,Rondônia,Rural,Total,7.0,32.2,40.8,20.0
17,2014,Rondônia,Urbana,Total,6.3,34.6,55.8,3.3
18,2014,Acre,Total,Total,32.4,41.7,16.5,9.4
19,2014,Acre,Rural,Pública,38.2,34.1,15.3,12.4
20,2014,Acre,Urbana,Pública,15.8,66.5,17.2,0.5
21,2014,Acre,Total,Pública,32.7,42.0,15.7,9.6
22,2014,Acre,Urbana,Privada,16.0,20.0,60.0,4.0
23,2014,Acre,Total,Privada,16.0,20.0,60.0,4.0
24,2014,Acre,Rural,Municipal,42.3,32.4,14.3,11.0
25,2014,Acre,Urbana,Municipal,19.8,59.9,19.8,0.5
26,2014,Acre,Total,Municipal,37.5,38.3,15.5,8.7
27,2014,Acre,Rural,Estadual,31.1,37.1,17.0,14.8
28,2014,Acre,Urbana,Estadual,11.3,73.8,14.3,0.6
29,2014,Acre,Total,Estadual,25.3,47.8,16.2,10.7
30,2014,Acre,Urbana,Federal,0.0,100.0,0.0,0.0
31,2014,Acre,Total,Federal,0.0,100.0,0.0,0.0
32,2014,Acre,Rural,Total,38.2,34.1,15.3,12.4
33,2014,Acre,Urbana,Total,15.8,63.5,19.9,0.8
34,2014,Amazonas,Total,Total,29.9,37.4,23.6,9.1
35,2014,Amazonas,Rural,Pública,37.2,30.4,20.3,12.1
36,2014,Amazonas,Urbana,Pública,11.6,55.8,31.2,1.4
37,2014,Amazonas,Total,Pública,30.5,37.0,23.2,9.3
38,2014,Amazonas,Rural,Privada,33.3,33.3,0.0,33.4
39,2014,Amazonas,Urbana,Privada,14.7,46.1,33.5,5.7
40,2014,Amazonas,Total,Privada,14.9,45.9,33.0,6.2
41,2014,Amazonas,Rural,Municipal,37.9,29.2,20.5,12.4
42,2014,Amazonas,Urbana,Municipal,8.5,47.9,41.5,2.1
43,2014,Amazonas,Total,Municipal,32.8,32.4,24.1,10.7
44,2014,Amazonas,Rural,Estadual,19.2,63.3,15.8,1.7
45,2014,Amazonas,Urbana,Estadual,16.1,66.8,16.9,0.2
46,2014,Amazonas,Total,Estadual,16.7,66.1,16.7,0.5
47,2014,Amazonas,Urbana,Federal,0.0,36.4,63.6,0.0
48,2014,Amazonas,Total,Federal,0.0,36.4,63.6,0.0
49,2014,Amazonas,Rural,Total,37.2,30.4,20.3,12.1
50,2014,Amazonas,Urbana,Total,12.0,54.5,31.5,2.0
51,2014,Roraima,Total,Total,21.8,39.1,28.0,11.1
52,2014,Roraima,Rural,Pública,20.8,31.9,31.0,16.3
53,2014,Roraima,Urbana,Pública,24.0,54.2,21.8,0.0
54,2014,Roraima,Total,Pública,21.7,38.6,28.3,11.4
55,2014,Roraima,Rural,Privada,0.0,100.0,0.0,0.0
56,2014,Roraima,Urbana,Privada,25.0,56.3,18.7,0.0
57,2014,Roraima,Total,Privada,23.5,58.8,17.6,0.1
58,2014,Roraima,Rural,Municipal,35.8,37.3,19.7,7.2
59,2014,Roraima,Urbana,Municipal,42.1,48.6,9.3,0.0
60,2014,Roraima,Total,Municipal,38.0,41.3,16.0,4.7
61,2014,Roraima,Rural,Estadual,9.5,27.7,39.5,23.3
62,2014,Roraima,Urbana,Estadual,1.2,62.7,36.1,0.0
63,2014,Roraima,Total,Estadual,7.4,36.3,38.7,17.6
64,2014,Roraima,Rural,Federal,0.0,50.0,50.0,0.0
65,2014,Roraima,Urbana,Federal,0.0,0.0,100.0,0.0
66,2014,Roraima,Total,Federal,0.0,25.0,75.0,0.0
67,2014,Roraima,Rural,Total,20.7,32.1,31.0,16.2
68,2014,Roraima,Urbana,Total,24.0,54.3,21.6,0.1
69,2014,Pará,Total,Total,19.5,30.7,34.6,15.2
70,2014,Pará,Rural,Pública,25.6,28.9,27.4,18.1
71,2014,Pará,Urbana,Pública,4.6,36.3,52.0,7.1
72,2014,Pará,Total,Pública,20.2,30.8,33.8,15.2
73,2014,Pará,Rural,Privada,25.0,30.0,30.0,15.0
74,2014,Pará,Urbana,Privada,3.6,28.7,53.0,14.7
75,2014,Pará,Total,Privada,4.5,28.7,52.0,14.8
76,2014,Pará,Rural,Municipal,26.0,28.9,26.9,18.2
77,2014,Pará,Urbana,Municipal,5.8,43.1,45.7,5.4
78,2014,Pará,Total,Municipal,21.9,31.8,30.7,15.6
79,2014,Pará,Rural,Estadual,8.9,29.2,48.8,13.1
80,2014,Pará,Urbana,Estadual,1.7,18.5,68.1,11.7
81,2014,Pará,Total,Estadual,3.1,20.6,64.4,11.9
82,2014,Pará,Rural,Federal,0.0,0.0,100.0,0.0
83,2014,Pará,Urbana,Federal,0.0,30.8,61.5,7.7
84,2014,Pará,Total,Federal,0.0,28.6,64.3,7.1
85,2014,Pará,Rural,Total,25.6,28.9,27.4,18.1
86,2014,Pará,Urbana,Total,4.5,35.1,52.1,8.3
87,2014,Amapá,Total,Total,20.4,32.6,38.9,8.1
88,2014,Amapá,Rural,Pública,31.9,28.3,27.9,11.9
89,2014,Amapá,Urbana,Pública,2.9,38.5,56.8,1.8
90,2014,Amapá,Total,Pública,20.9,32.2,38.9,8.0
91,2014,Amapá,Rural,Privada,25.0,75.0,0.0,0.0
92,2014,Amapá,Urbana,Privada,12.2,36.6,43.9,7.3
93,2014,Amapá,Total,Privada,13.3,40.0,40.0,6.7
94,2014,Amapá,Rural,Municipal,35.7,28.6,27.1,8.6
95,2014,Amapá,Urbana,Municipal,5.2,41.0,51.5,2.3
96,2014,Amapá,Total,Municipal,23.4,33.6,36.9,6.1
97,2014,Amapá,Rural,Estadual,28.9,28.0,28.5,14.6
98,2014,Amapá,Urbana,Estadual,0.7,36.0,61.9,1.4
99,2014,Amapá,Total,Estadual,18.7,30.9,40.5,9.9
100,2014,Amapá,Rural,Total,31.8,28.7,27.6,11.9
101,2014,Amapá,Urbana,Total,4.1,38.2,55.1,2.6
102,2014,Tocantins,Total,Total,8.6,42.8,39.2,9.4
103,2014,Tocantins,Rural,Pública,10.1,34.7,34.5,20.7
104,2014,Tocantins,Urbana,Pública,6.5,49.0,42.6,1.9
105,2014,Tocantins,Total,Pública,8.0,43.3,39.4,9.3
106,2014,Tocantins,Rural,Privada,0.0,0.0,100.0,0.0
107,2014,Tocantins,Urbana,Privada,15.3,38.0,35.8,10.9
108,2014,Tocantins,Total,Privada,15.1,37.4,36.7,10.8
109,2014,Tocantins,Rural,Municipal,11.7,35.0,32.3,21.0
110,2014,Tocantins,Urbana,Municipal,9.2,50.4,38.0,2.4
111,2014,Tocantins,Total,Municipal,10.4,43.0,35.3,11.3
112,2014,Tocantins,Rural,Estadual,4.2,33.1,43.2,19.5
113,2014,Tocantins,Urbana,Estadual,3.2,47.4,48.1,1.3
114,2014,Tocantins,Total,Estadual,3.4,44.0,47.0,5.6
115,2014,Tocantins,Rural,Federal,0.0,100.0,0.0,0.0
116,2014,Tocantins,Urbana,Federal,0.0,33.3,66.7,0.0
117,2014,Tocantins,Total,Federal,0.0,50.0,50.0,0.0
118,2014,Tocantins,Rural,Total,10.1,34.6,34.8,20.5
119,2014,Tocantins,Urbana,Total,7.7,47.5,41.6,3.2
120,2014,Maranhão,Total,Total,19.1,35.8,32.7,12.4
121,2014,Maranhão,Rural,Pública,22.5,34.3,28.3,14.9
122,2014,Maranhão,Urbana,Pública,12.1,41.7,41.5,4.7
123,2014,Maranhão,Total,Pública,19.8,36.2,31.6,12.4
124,2014,Maranhão,Rural,Privada,9.8,34.1,40.2,15.9
125,2014,Maranhão,Urbana,Privada,6.8,29.2,49.6,14.4
126,2014,Maranhão,Total,Privada,7.1,29.8,48.6,14.5
127,2014,Maranhão,Rural,Municipal,23.2,34.4,27.7,14.7
128,2014,Maranhão,Urbana,Municipal,14.4,46.3,35.1,4.2
129,2014,Maranhão,Total,Municipal,21.2,37.1,29.4,12.3
130,2014,Maranhão,Rural,Estadual,10.7,31.8,37.0,20.5
131,2014,Maranhão,Urbana,Estadual,2.6,22.0,69.2,6.2
132,2014,Maranhão,Total,Estadual,6.6,26.8,53.4,13.2
133,2014,Maranhão,Rural,Federal,0.0,0.0,66.7,33.3
134,2014,Maranhão,Urbana,Federal,0.0,22.2,66.7,11.1
135,2014,Maranhão,Total,Federal,0.0,16.7,66.7,16.6
136,2014,Maranhão,Rural,Total,22.3,34.3,28.4,15.0
137,2014,Maranhão,Urbana,Total,11.2,39.4,43.0,6.4
138,2014,Piauí,Total,Total,16.2,37.0,33.3,13.5
139,2014,Piauí,Rural,Pública,16.8,32.1,31.7,19.4
140,2014,Piauí,Urbana,Pública,16.9,48.7,31.6,2.8
141,2014,Piauí,Total,Pública,16.8,38.4,31.7,13.1
142,2014,Piauí,Rural,Privada,0.0,16.7,75.0,8.3
143,2014,Piauí,Urbana,Privada,8.4,18.7,54.6,18.3
144,2014,Piauí,Total,Privada,8.1,18.6,55.3,18.0
145,2014,Piauí,Rural,Municipal,16.7,31.5,32.0,19.8
146,2014,Piauí,Urbana,Municipal,20.2,45.1,31.2,3.5
147,2014,Piauí,Total,Municipal,17.7,35.5,31.8,15.0
148,2014,Piauí,Rural,Estadual,22.2,64.8,13.0,0.0
149,2014,Piauí,Urbana,Estadual,10.3,56.3,32.0,1.4
150,2014,Piauí,Total,Estadual,11.3,57.0,30.4,1.3
151,2014,Piauí,Rural,Federal,0.0,100.0,0.0,0.0
152,2014,Piauí,Urbana,Federal,0.0,45.5,54.5,0.0
153,2014,Piauí,Total,Federal,0.0,50.0,50.0,0.0
154,2014,Piauí,Rural,Total,16.7,32.0,31.9,19.4
155,2014,Piauí,Urbana,Total,15.5,43.9,35.3,5.3
156,2014,Ceará,Total,Total,8.5,38.0,43.3,10.2
157,2014,Ceará,Rural,Pública,10.4,36.3,40.3,13.0
158,2014,Ceará,Urbana,Pública,7.2,43.9,44.0,4.9
159,2014,Ceará,Total,Pública,8.9,40.0,42.1,9.0
160,2014,Ceará,Rural,Privada,5.3,36.8,42.1,15.8
161,2014,Ceará,Urbana,Privada,6.7,29.0,48.8,15.5
162,2014,Ceará,Total,Privada,6.7,29.2,48.7,15.4
163,2014,Ceará,Rural,Municipal,10.6,36.6,40.0,12.8
164,2014,Ceará,Urbana,Municipal,8.7,45.3,40.4,5.6
165,2014,Ceará,Total,Municipal,9.8,40.4,40.2,9.6
166,2014,Ceará,Rural,Estadual,0.0,17.6,58.8,23.6
167,2014,Ceará,Urbana,Estadual,0.9,38.1,59.1,1.9
168,2014,Ceará,Total,Estadual,0.8,36.4,59.1,3.7
169,2014,Ceará,Rural,Federal,0.0,0.0,100.0,0.0
170,2014,Ceará,Urbana,Federal,0.0,37.5,62.5,0.0
171,2014,Ceará,Total,Federal,0.0,33.3,66.7,0.0
172,2014,Ceará,Rural,Total,10.4,36.3,40.4,12.9
173,2014,Ceará,Urbana,Total,7.0,39.2,45.5,8.3
174,2014,Rio Grande do Norte,Total,Total,6.5,28.4,47.3,17.8
175,2014,Rio Grande do Norte,Rural,Pública,9.5,24.7,39.2,26.6
176,2014,Rio Grande do Norte,Urbana,Pública,3.7,31.3,54.3,10.7
177,2014,Rio Grande do Norte,Total,Pública,6.6,28.0,46.9,18.5
178,2014,Rio Grande do Norte,Rural,Privada,0.0,40.0,60.0,0.0
179,2014,Rio Grande do Norte,Urbana,Privada,6.2,30.6,49.7,13.5
180,2014,Rio Grande do Norte,Total,Privada,6.2,30.7,49.8,13.3
181,2014,Rio Grande do Norte,Rural,Municipal,9.2,24.0,39.7,27.1
182,2014,Rio Grande do Norte,Urbana,Municipal,4.0,27.5,54.6,13.9
183,2014,Rio Grande do Norte,Total,Municipal,7.1,25.4,45.8,21.7
184,2014,Rio Grande do Norte,Rural,Estadual,14.5,34.9,31.3,19.3
185,2014,Rio Grande do Norte,Urbana,Estadual,3.3,37.2,54.3,5.2
186,2014,Rio Grande do Norte,Total,Estadual,4.8,36.9,51.3,7.0
187,2014,Rio Grande do Norte,Rural,Federal,0.0,50.0,50.0,0.0
188,2014,Rio Grande do Norte,Urbana,Federal,0.0,61.5,30.8,7.7
189,2014,Rio Grande do Norte,Total,Federal,0.0,60.0,33.3,6.7
190,2014,Rio Grande do Norte,Rural,Total,9.4,24.7,39.3,26.6
191,2014,Rio Grande do Norte,Urbana,Total,4.3,31.1,53.2,11.4
192,2014,Paraíba,Total,Total,9.7,25.9,45.8,18.6
193,2014,Paraíba,Rural,Pública,14.0,24.7,36.8,24.5
194,2014,Paraíba,Urbana,Pública,6.0,27.7,58.0,8.3
195,2014,Paraíba,Total,Pública,10.6,26.0,45.9,17.5
196,2014,Paraíba,Rural,Privada,0.0,50.0,16.7,33.3
197,2014,Paraíba,Urbana,Privada,3.8,25.2,46.0,25.0
198,2014,Paraíba,Total,Privada,3.8,25.4,45.7,25.1
199,2014,Paraíba,Rural,Municipal,14.6,25.1,35.8,24.5
200,2014,Paraíba,Urbana,Municipal,8.9,32.6,50.3,8.2
201,2014,Paraíba,Total,Municipal,12.6,27.7,40.7,19.0
202,2014,Paraíba,Rural,Estadual,1.7,16.2,58.1,24.0
203,2014,Paraíba,Urbana,Estadual,0.3,17.7,73.8,8.2
204,2014,Paraíba,Total,Estadual,0.5,17.4,71.3,10.8
205,2014,Paraíba,Rural,Federal,0.0,0.0,100.0,0.0
206,2014,Paraíba,Urbana,Federal,0.0,46.2,46.2,7.6
207,2014,Paraíba,Total,Federal,0.0,42.9,50.0,7.1
208,2014,Paraíba,Rural,Total,14.0,24.8,36.8,24.4
209,2014,Paraíba,Urbana,Total,5.5,27.1,55.0,12.4
210,2014,Pernambuco,Total,Total,11.6,30.6,41.3,16.5
211,2014,Pernambuco,Rural,Pública,17.5,28.8,32.8,20.9
212,2014,Pernambuco,Urbana,Pública,7.2,40.7,47.2,4.9
213,2014,Pernambuco,Total,Pública,13.5,33.4,38.3,14.8
214,2014,Pernambuco,Rural,Privada,16.7,0.0,70.8,12.5
215,2014,Pernambuco,Urbana,Privada,4.3,20.6,51.9,23.2
216,2014,Pernambuco,Total,Privada,4.4,20.3,52.1,23.2
217,2014,Pernambuco,Rural,Municipal,18.3,29.3,31.6,20.8
218,2014,Pernambuco,Urbana,Municipal,9.9,43.7,41.4,5.0
219,2014,Pernambuco,Total,Municipal,15.7,33.7,34.6,16.0
220,2014,Pernambuco,Rural,Estadual,0.5,20.0,56.9,22.6
221,2014,Pernambuco,Urbana,Estadual,1.3,34.5,60.0,4.2
222,2014,Pernambuco,Total,Estadual,1.2,31.8,59.4,7.6
223,2014,Pernambuco,Rural,Federal,0.0,0.0,100.0,0.0
224,2014,Pernambuco,Urbana,Federal,0.0,0.0,66.7,33.3
225,2014,Pernambuco,Total,Federal,0.0,0.0,75.0,25.0
226,2014,Pernambuco,Rural,Total,17.5,28.7,33.0,20.8
227,2014,Pernambuco,Urbana,Total,6.0,32.4,49.1,12.5
228,2014,Alagoas,Total,Total,13.7,38.2,35.7,12.4
229,2014,Alagoas,Rural,Pública,18.3,34.4,31.2,16.1
230,2014,Alagoas,Urbana,Pública,9.8,47.1,37.9,5.2
231,2014,Alagoas,Total,Pública,14.9,39.6,33.9,11.6
232,2014,Alagoas,Rural,Privada,0.0,44.4,0.0,55.6
233,2014,Alagoas,Urbana,Privada,5.3,26.9,52.2,15.6
234,2014,Alagoas,Total,Privada,5.0,27.8,49.4,17.8
235,2014,Alagoas,Rural,Municipal,18.5,34.4,30.9,16.2
236,2014,Alagoas,Urbana,Municipal,9.0,39.0,45.0,7.0
237,2014,Alagoas,Total,Municipal,15.3,36.0,35.7,13.0
238,2014,Alagoas,Rural,Estadual,11.8,32.4,44.1,11.7
239,2014,Alagoas,Urbana,Estadual,12.2,70.8,17.0,0.0
240,2014,Alagoas,Total,Estadual,12.1,66.6,20.0,1.3
241,2014,Alagoas,Urbana,Federal,0.0,0.0,80.0,20.0
242,2014,Alagoas,Total,Federal,0.0,0.0,80.0,20.0
243,2014,Alagoas,Rural,Total,18.1,34.5,30.8,16.6
244,2014,Alagoas,Urbana,Total,8.7,42.4,41.2,7.7
245,2014,Sergipe,Total,Total,8.8,30.9,45.5,14.8
246,2014,Sergipe,Rural,Pública,10.6,26.3,43.2,19.9
247,2014,Sergipe,Urbana,Pública,7.4,40.4,44.7,7.5
248,2014,Sergipe,Total,Pública,9.3,32.1,43.8,14.8
249,2014,Sergipe,Rural,Privada,0.0,16.7,66.7,16.6
250,2014,Sergipe,Urbana,Privada,6.6,23.7,55.3,14.4
251,2014,Sergipe,Total,Privada,6.5,23.5,55.5,14.5
252,2014,Sergipe,Rural,Municipal,9.0,25.8,44.5,20.7
253,2014,Sergipe,Urbana,Municipal,6.7,30.6,50.6,12.1
254,2014,Sergipe,Total,Municipal,8.3,27.2,46.3,18.2
255,2014,Sergipe,Rural,Estadual,43.8,39.6,14.6,2.0
256,2014,Sergipe,Urbana,Estadual,8.4,55.4,35.6,0.6
257,2014,Sergipe,Total,Estadual,13.3,53.2,32.7,0.8
258,2014,Sergipe,Rural,Federal,0.0,0.0,100.0,0.0
259,2014,Sergipe,Urbana,Federal,0.0,0.0,100.0,0.0
260,2014,Sergipe,Total,Federal,0.0,0.0,100.0,0.0
261,2014,Sergipe,Rural,Total,10.5,26.3,43.4,19.8
262,2014,Sergipe,Urbana,Total,7.1,35.6,47.8,9.5
263,2014,Bahia,Total,Total,14.5,27.4,37.5,20.6
264,2014,Bahia,Rural,Pública,20.3,27.0,28.9,23.8
265,2014,Bahia,Urbana,Pública,6.5,28.3,49.8,15.4
266,2014,Bahia,Total,Pública,15.3,27.5,36.5,20.7
267,2014,Bahia,Rural,Privada,15.4,34.6,26.9,23.1
268,2014,Bahia,Urbana,Privada,6.7,26.4,48.4,18.5
269,2014,Bahia,Total,Privada,6.9,26.6,47.7,18.8
270,2014,Bahia,Rural,Municipal,20.4,26.9,28.7,24.0
271,2014,Bahia,Urbana,Municipal,7.9,30.3,47.1,14.7
272,2014,Bahia,Total,Municipal,16.5,28.0,34.4,21.1
273,2014,Bahia,Rural,Estadual,4.2,37.5,47.9,10.4
274,2014,Bahia,Urbana,Estadual,0.9,20.8,59.8,18.5
275,2014,Bahia,Total,Estadual,1.2,22.1,58.9,17.8
276,2014,Bahia,Rural,Federal,0.0,0.0,100.0,0.0
277,2014,Bahia,Urbana,Federal,7.1,14.3,71.4,7.2
278,2014,Bahia,Total,Federal,5.6,11.1,77.8,5.5
279,2014,Bahia,Rural,Total,20.3,27.0,28.9,23.8
280,2014,Bahia,Urbana,Total,6.5,27.9,49.5,16.1
281,2014,Minas Gerais,Total,Total,10.9,32.8,47.0,9.3
282,2014,Minas Gerais,Rural,Pública,22.4,36.0,30.0,11.6
283,2014,Minas Gerais,Urbana,Pública,5.9,33.5,55.5,5.1
284,2014,Minas Gerais,Total,Pública,11.5,34.3,46.9,7.3
285,2014,Minas Gerais,Rural,Privada,8.8,50.0,26.5,14.7
286,2014,Minas Gerais,Urbana,Privada,8.7,27.2,47.3,16.8
287,2014,Minas Gerais,Total,Privada,8.7,27.4,47.1,16.8
288,2014,Minas Gerais,Rural,Municipal,24.3,35.5,27.9,12.3
289,2014,Minas Gerais,Urbana,Municipal,9.6,38.7,46.1,5.6
290,2014,Minas Gerais,Total,Municipal,16.1,37.3,38.0,8.6
291,2014,Minas Gerais,Rural,Estadual,1.2,39.9,54.2,4.7
292,2014,Minas Gerais,Urbana,Estadual,0.8,26.0,69.0,4.2
293,2014,Minas Gerais,Total,Estadual,0.8,27.3,67.7,4.2
294,2014,Minas Gerais,Rural,Federal,0.0,70.0,30.0,0.0
295,2014,Minas Gerais,Urbana,Federal,0.0,45.2,51.6,3.2
296,2014,Minas Gerais,Total,Federal,0.0,51.2,46.3,2.5
297,2014,Minas Gerais,Rural,Total,22.3,36.1,30.0,11.6
298,2014,Minas Gerais,Urbana,Total,6.8,31.6,53.1,8.5
299,2014,Espírito Santo,Total,Total,19.6,43.2,29.4,7.8
300,2014,Espírito Santo,Rural,Pública,33.6,34.0,17.2,15.2
301,2014,Espírito Santo,Urbana,Pública,11.6,51.4,34.7,2.3
302,2014,Espírito Santo,Total,Pública,20.9,44.1,27.3,7.7
303,2014,Espírito Santo,Rural,Privada,5.3,5.3,57.9,31.5
304,2014,Espírito Santo,Urbana,Privada,7.6,37.1,47.4,7.9
305,2014,Espírito Santo,Total,Privada,7.4,35.2,48.1,9.3
306,2014,Espírito Santo,Rural,Municipal,33.5,34.0,17.1,15.4
307,2014,Espírito Santo,Urbana,Municipal,9.4,49.2,38.4,3.0
308,2014,Espírito Santo,Total,Municipal,20.6,42.1,28.5,8.8
309,2014,Espírito Santo,Rural,Estadual,36.1,34.3,16.7,12.9
310,2014,Espírito Santo,Urbana,Estadual,19.3,59.5,21.2,0.0
311,2014,Espírito Santo,Total,Estadual,23.1,53.8,20.2,2.9
312,2014,Espírito Santo,Rural,Federal,0.0,33.3,66.7,0.0
313,2014,Espírito Santo,Urbana,Federal,0.0,33.3,66.7,0.0
314,2014,Espírito Santo,Total,Federal,0.0,33.3,66.7,0.0
315,2014,Espírito Santo,Rural,Total,33.2,33.5,17.8,15.5
316,2014,Espírito Santo,Urbana,Total,11.0,49.2,36.6,3.2
317,2014,Rio de Janeiro,Total,Total,6.6,29.2,54.0,10.2
318,2014,Rio de Janeiro,Rural,Pública,14.9,36.8,39.3,9.0
319,2014,Rio de Janeiro,Urbana,Pública,5.4,31.2,57.8,5.6
320,2014,Rio de Janeiro,Total,Pública,7.2,32.2,54.4,6.2
321,2014,Rio de Janeiro,Rural,Privada,5.9,14.7,64.7,14.7
322,2014,Rio de Janeiro,Urbana,Privada,5.6,23.8,53.1,17.5
323,2014,Rio de Janeiro,Total,Privada,5.6,23.7,53.2,17.5
324,2014,Rio de Janeiro,Rural,Municipal,16.3,38.8,35.8,9.1
325,2014,Rio de Janeiro,Urbana,Municipal,7.0,35.8,51.1,6.1
326,2014,Rio de Janeiro,Total,Municipal,9.1,36.5,47.7,6.7
327,2014,Rio de Janeiro,Rural,Estadual,0.0,15.1,78.5,6.4
328,2014,Rio de Janeiro,Urbana,Estadual,0.7,17.1,78.6,3.6
329,2014,Rio de Janeiro,Total,Estadual,0.6,17.0,78.6,3.8
330,2014,Rio de Janeiro,Rural,Federal,0.0,0.0,100.0,0.0
331,2014,Rio de Janeiro,Urbana,Federal,0.0,26.7,60.0,13.3
332,2014,Rio de Janeiro,Total,Federal,0.0,26.1,60.9,13.0
333,2014,Rio de Janeiro,Rural,Total,14.6,36.1,40.1,9.2
334,2014,Rio de Janeiro,Urbana,Total,5.5,28.3,55.9,10.3
335,2014,São Paulo,Total,Total,11.0,39.7,42.1,7.2
336,2014,São Paulo,Rural,Pública,30.8,44.3,19.7,5.2
337,2014,São Paulo,Urbana,Pública,9.4,43.7,41.7,5.2
338,2014,São Paulo,Total,Pública,10.9,43.8,40.1,5.2
339,2014,São Paulo,Rural,Privada,15.8,15.8,55.3,13.1
340,2014,São Paulo,Urbana,Privada,11.1,31.3,46.2,11.4
341,2014,São Paulo,Total,Privada,11.2,31.3,46.2,11.3
342,2014,São Paulo,Rural,Municipal,34.6,41.2,19.1,5.1
343,2014,São Paulo,Urbana,Municipal,11.9,38.6,42.6,6.9
344,2014,São Paulo,Total,Municipal,13.7,38.8,40.7,6.8
345,2014,São Paulo,Rural,Estadual,18.4,54.4,21.6,5.6
346,2014,São Paulo,Urbana,Estadual,4.3,54.3,39.7,1.7
347,2014,São Paulo,Total,Estadual,5.0,54.3,38.7,2.0
348,2014,São Paulo,Urbana,Federal,10.0,20.0,70.0,0.0
349,2014,São Paulo,Total,Federal,10.0,20.0,70.0,0.0
350,2014,São Paulo,Rural,Total,30.3,43.4,20.7,5.6
351,2014,São Paulo,Urbana,Total,10.0,39.5,43.2,7.3
352,2014,Paraná,Total,Total,9.1,44.3,40.8,5.8
353,2014,Paraná,Rural,Pública,13.9,41.2,29.1,15.8
354,2014,Paraná,Urbana,Pública,7.9,46.6,41.9,3.6
355,2014,Paraná,Total,Pública,9.1,45.5,39.3,6.1
356,2014,Paraná,Rural,Privada,0.0,42.9,57.1,0.0
357,2014,Paraná,Urbana,Privada,9.3,40.0,46.1,4.6
358,2014,Paraná,Total,Privada,9.2,40.0,46.2,4.6
359,2014,Paraná,Rural,Municipal,11.4,29.5,37.0,22.1
360,2014,Paraná,Urbana,Municipal,7.8,36.4,50.6,5.2
361,2014,Paraná,Total,Municipal,8.5,35.0,47.8,8.7
362,2014,Paraná,Rural,Estadual,19.7,69.0,10.6,0.7
363,2014,Paraná,Urbana,Estadual,8.2,69.2,22.4,0.2
364,2014,Paraná,Total,Estadual,10.4,69.2,20.1,0.3
365,2014,Paraná,Rural,Federal,100.0,0.0,0.0,0.0
366,2014,Paraná,Urbana,Federal,4.8,33.3,52.4,9.5
367,2014,Paraná,Total,Federal,9.1,31.8,50.0,9.1
368,2014,Paraná,Rural,Total,13.8,41.2,29.3,15.7
369,2014,Paraná,Urbana,Total,8.2,44.9,42.9,4.0
370,2014,Santa Catarina,Total,Total,22.5,51.4,22.4,3.7
371,2014,Santa Catarina,Rural,Pública,28.2,43.0,21.0,7.8
372,2014,Santa Catarina,Urbana,Pública,21.5,57.7,19.1,1.7
