,year,region,location,adm,prim_0,sec_0
499,2022,Rio Grande do Sul,Total,Total,12.7,26.7
500,2022,Rio Grande do Sul,Urbana,Total,12.6,26.6
501,2022,Rio Grande do Sul,Rural,Total,13.8,30.1
502,2022,Rio Grande do Sul,Total,Federal,14.7,35.7
503,2022,Rio Grande do Sul,Urbana,Federal,14.7,39
504,2022,Rio Grande do Sul,Rural,Federal,--,24.8
505,2022,Rio Grande do Sul,Total,Estadual,15.8,29
506,2022,Rio Grande do Sul,Urbana,Estadual,15.7,28.9
507,2022,Rio Grande do Sul,Rural,Estadual,16.8,32.4
508,2022,Rio Grande do Sul,Total,Municipal,13.4,40.1
509,2022,Rio Grande do Sul,Urbana,Municipal,13.5,40.5
510,2022,Rio Grande do Sul,Rural,Municipal,12.7,37
511,2022,Rio Grande do Sul,Total,Privada,2.5,6.1
512,2022,Rio Grande do Sul,Urbana,Privada,2.5,6
513,2022,Rio Grande do Sul,Rural,Privada,3.6,17.2
514,2022,Rio Grande do Sul,Total,Pública,14.4,29.5
515,2022,Rio Grande do Sul,Urbana,Pública,14.4,29.4
516,2022,Rio Grande do Sul,Rural,Pública,13.8,30.6
517,2022,Mato Grosso do Sul,Total,Total,17.2,25.3
518,2022,Mato Grosso do Sul,Urbana,Total,15.9,24.3
519,2022,Mato Grosso do Sul,Rural,Total,27.6,37.4
520,2022,Mato Grosso do Sul,Total,Federal,6,15.2
521,2022,Mato Grosso do Sul,Urbana,Federal,6,14.7
522,2022,Mato Grosso do Sul,Rural,Federal,--,16.3
523,2022,Mato Grosso do Sul,Total,Estadual,25.8,28.2
524,2022,Mato Grosso do Sul,Urbana,Estadual,25.8,27.1
525,2022,Mato Grosso do Sul,Rural,Estadual,25.9,42.3
526,2022,Mato Grosso do Sul,Total,Municipal,16.8,11.5
527,2022,Mato Grosso do Sul,Urbana,Municipal,14.9,--
528,2022,Mato Grosso do Sul,Rural,Municipal,28.3,11.5
529,2022,Mato Grosso do Sul,Total,Privada,2,3.8
530,2022,Mato Grosso do Sul,Urbana,Privada,2,3.1
531,2022,Mato Grosso do Sul,Rural,Privada,4.1,19.7
532,2022,Mato Grosso do Sul,Total,Pública,19.3,27.7
533,2022,Mato Grosso do Sul,Urbana,Pública,18.1,26.7
534,2022,Mato Grosso do Sul,Rural,Pública,27.9,38.3
535,2022,Mato Grosso,Total,Total,7,19.6
536,2022,Mato Grosso,Urbana,Total,6.5,18.9
537,2022,Mato Grosso,Rural,Total,10.1,26.5
538,2022,Mato Grosso,Total,Federal,--,19.9
539,2022,Mato Grosso,Urbana,Federal,--,18.6
540,2022,Mato Grosso,Rural,Federal,--,24
541,2022,Mato Grosso,Total,Estadual,10.1,21.2
542,2022,Mato Grosso,Urbana,Estadual,9.8,20.6
543,2022,Mato Grosso,Rural,Estadual,12.4,27
544,2022,Mato Grosso,Total,Municipal,5.4,--
545,2022,Mato Grosso,Urbana,Municipal,4.7,--
546,2022,Mato Grosso,Rural,Municipal,8.9,--
547,2022,Mato Grosso,Total,Privada,3.1,4
548,2022,Mato Grosso,Urbana,Privada,3.1,4
549,2022,Mato Grosso,Rural,Privada,3.7,17.1
550,2022,Mato Grosso,Total,Pública,7.5,21.1
551,2022,Mato Grosso,Urbana,Pública,7,20.5
552,2022,Mato Grosso,Rural,Pública,10.1,26.6
553,2022,Goiás,Total,Total,9.5,16
554,2022,Goiás,Urbana,Total,9.4,15.8
555,2022,Goiás,Rural,Total,13.7,24
556,2022,Goiás,Total,Federal,13.5,22.4
557,2022,Goiás,Urbana,Federal,13.5,22.2
558,2022,Goiás,Rural,Federal,--,23
559,2022,Goiás,Total,Estadual,14.5,17.5
560,2022,Goiás,Urbana,Estadual,14.4,17.3
561,2022,Goiás,Rural,Estadual,18.7,26.7
562,2022,Goiás,Total,Municipal,9,18.9
563,2022,Goiás,Urbana,Municipal,8.8,16.7
564,2022,Goiás,Rural,Municipal,12.9,33.3
565,2022,Goiás,Total,Privada,3.6,4.8
566,2022,Goiás,Urbana,Privada,3.6,4.7
567,2022,Goiás,Rural,Privada,7.5,10.4
568,2022,Goiás,Total,Pública,10.8,17.6
569,2022,Goiás,Urbana,Pública,10.7,17.4
570,2022,Goiás,Rural,Pública,13.9,25.7
571,2022,Distrito Federal,Total,Total,11.5,21.5
572,2022,Distrito Federal,Urbana,Total,11.3,21.1
573,2022,Distrito Federal,Rural,Total,16,32.2
574,2022,Distrito Federal,Total,Federal,5.6,20.1
575,2022,Distrito Federal,Urbana,Federal,5.6,17.9
576,2022,Distrito Federal,Rural,Federal,--,32.8
577,2022,Distrito Federal,Total,Estadual,14.7,26.4
578,2022,Distrito Federal,Urbana,Estadual,14.7,26.3
579,2022,Distrito Federal,Rural,Estadual,15.8,31.7
580,2022,Distrito Federal,Total,Privada,2.5,5.5
581,2022,Distrito Federal,Urbana,Privada,2.4,5.1
582,2022,Distrito Federal,Rural,Privada,20.4,34
583,2022,Distrito Federal,Total,Pública,14.7,26.2
584,2022,Distrito Federal,Urbana,Pública,14.6,26
585,2022,Distrito Federal,Rural,Pública,15.8,31.9
0,2023,Brasil,Total,Total,11.7,19.5
1,2023,Brasil,Urbana,Total,10.9,18.8
2,2023,Brasil,Rural,Total,17.7,31.7
3,2023,Brasil,Total,Federal,10.6,19.9
4,2023,Brasil,Urbana,Federal,10.6,19.9
5,2023,Brasil,Rural,Federal,--,20.1
6,2023,Brasil,Total,Estadual,13.3,21.6
7,2023,Brasil,Urbana,Estadual,12.8,21
8,2023,Brasil,Rural,Estadual,22.2,32.8
9,2023,Brasil,Total,Municipal,13.3,21.7
10,2023,Brasil,Urbana,Municipal,12.3,15.9
11,2023,Brasil,Rural,Municipal,17.3,63
12,2023,Brasil,Total,Privada,4.7,5.7
13,2023,Brasil,Urbana,Privada,4.7,5.5
14,2023,Brasil,Rural,Privada,8.3,21.8
15,2023,Brasil,Total,Pública,13.3,21.6
16,2023,Brasil,Urbana,Pública,12.5,20.9
17,2023,Brasil,Rural,Pública,17.8,32.1
18,2023,Norte,Total,Total,18.9,28.1
19,2023,Norte,Urbana,Total,15.5,24.6
20,2023,Norte,Rural,Total,27.8,45.7
21,2023,Norte,Total,Federal,6.2,17.3
22,2023,Norte,Urbana,Federal,6.2,17.3
23,2023,Norte,Rural,Federal,--,17.2
24,2023,Norte,Total,Estadual,20,30.2
25,2023,Norte,Urbana,Estadual,17.6,26.6
26,2023,Norte,Rural,Estadual,34.7,46.9
27,2023,Norte,Total,Municipal,20.4,28.6
28,2023,Norte,Urbana,Municipal,16.7,28.6
29,2023,Norte,Rural,Municipal,26.9,--
30,2023,Norte,Total,Privada,5,7.6
31,2023,Norte,Urbana,Privada,4.9,6.4
32,2023,Norte,Rural,Privada,8.9,32.3
33,2023,Norte,Total,Pública,20.2,29.7
34,2023,Norte,Urbana,Pública,17,26.2
35,2023,Norte,Rural,Pública,27.9,46
36,2023,Nordeste,Total,Total,15.5,24.8
37,2023,Nordeste,Urbana,Total,15.4,24.3
38,2023,Nordeste,Rural,Total,15.9,31.4
39,2023,Nordeste,Total,Federal,14,23.2
40,2023,Nordeste,Urbana,Federal,14,23
41,2023,Nordeste,Rural,Federal,--,24.6
42,2023,Nordeste,Total,Estadual,26,26.8
43,2023,Nordeste,Urbana,Estadual,25.4,26.4
44,2023,Nordeste,Rural,Estadual,31.6,30.7
45,2023,Nordeste,Total,Municipal,16.6,72.1
46,2023,Nordeste,Urbana,Municipal,17,68.7
47,2023,Nordeste,Rural,Municipal,15.5,74.1
48,2023,Nordeste,Total,Privada,7.7,7.9
49,2023,Nordeste,Urbana,Privada,7.7,7.2
50,2023,Nordeste,Rural,Privada,10.7,31.5
51,2023,Nordeste,Total,Pública,17.4,26.8
52,2023,Nordeste,Urbana,Pública,17.9,26.4
53,2023,Nordeste,Rural,Pública,16,31.4
54,2023,Sudeste,Total,Total,8,15.1
55,2023,Sudeste,Urbana,Total,7.9,15.1
56,2023,Sudeste,Rural,Total,10.5,17.5
57,2023,Sudeste,Total,Federal,11.1,18.2
58,2023,Sudeste,Urbana,Federal,11.1,18.3
59,2023,Sudeste,Rural,Federal,--,17.4
60,2023,Sudeste,Total,Estadual,9.3,16.9
61,2023,Sudeste,Urbana,Estadual,9.3,16.9
62,2023,Sudeste,Rural,Estadual,11.7,18.2
63,2023,Sudeste,Total,Municipal,8.9,10.4
64,2023,Sudeste,Urbana,Municipal,8.8,10.3
65,2023,Sudeste,Rural,Municipal,10.5,11.7
66,2023,Sudeste,Total,Privada,3.6,5.3
67,2023,Sudeste,Urbana,Privada,3.6,5.3
68,2023,Sudeste,Rural,Privada,6.1,12
69,2023,Sudeste,Total,Pública,9.1,16.9
70,2023,Sudeste,Urbana,Pública,9,16.9
71,2023,Sudeste,Rural,Pública,10.7,18
72,2023,Sul,Total,Total,9.6,17.6
73,2023,Sul,Urbana,Total,9.6,17.6
74,2023,Sul,Rural,Total,10.4,18.5
75,2023,Sul,Total,Federal,13.5,19.6
76,2023,Sul,Urbana,Federal,13.5,20
77,2023,Sul,Rural,Federal,--,16.4
78,2023,Sul,Total,Estadual,13.3,19.7
79,2023,Sul,Urbana,Estadual,13.2,19.7
80,2023,Sul,Rural,Estadual,13.6,19.1
81,2023,Sul,Total,Municipal,9.3,34.8
82,2023,Sul,Urbana,Municipal,9.3,35
83,2023,Sul,Rural,Municipal,9.1,33.6
84,2023,Sul,Total,Privada,2.1,3.9
85,2023,Sul,Urbana,Privada,2.1,3.8
86,2023,Sul,Rural,Privada,2.4,9.7
87,2023,Sul,Total,Pública,10.9,19.7
88,2023,Sul,Urbana,Pública,10.9,19.8
89,2023,Sul,Rural,Pública,10.5,18.9
90,2023,Centro-Oeste,Total,Total,10.5,16.7
91,2023,Centro-Oeste,Urbana,Total,10.1,16.2
92,2023,Centro-Oeste,Rural,Total,15.4,24.8
93,2023,Centro-Oeste,Total,Federal,7.2,18
94,2023,Centro-Oeste,Urbana,Federal,7.2,16.8
95,2023,Centro-Oeste,Rural,Federal,--,22.6
96,2023,Centro-Oeste,Total,Estadual,14.1,18.7
97,2023,Centro-Oeste,Urbana,Estadual,14,18.4
98,2023,Centro-Oeste,Rural,Estadual,14.9,25.7
99,2023,Centro-Oeste,Total,Municipal,10.3,14.8
100,2023,Centro-Oeste,Urbana,Municipal,9.7,13.7
101,2023,Centro-Oeste,Rural,Municipal,15.7,17.6
102,2023,Centro-Oeste,Total,Privada,3.2,4.3
103,2023,Centro-Oeste,Urbana,Privada,3.2,4
104,2023,Centro-Oeste,Rural,Privada,7.7,18.7
105,2023,Centro-Oeste,Total,Pública,12,18.7
106,2023,Centro-Oeste,Urbana,Pública,11.6,18.3
107,2023,Centro-Oeste,Rural,Pública,15.5,25.2
108,2023,Rondônia,Total,Total,10.1,16.8
109,2023,Rondônia,Urbana,Total,9.1,16.3
110,2023,Rondônia,Rural,Total,15.9,24.7
111,2023,Rondônia,Total,Federal,--,10.6
112,2023,Rondônia,Urbana,Federal,--,10.1
113,2023,Rondônia,Rural,Federal,--,12.1
114,2023,Rondônia,Total,Estadual,14.9,18.1
115,2023,Rondônia,Urbana,Estadual,13.3,17.4
116,2023,Rondônia,Rural,Estadual,38.8,36.2
117,2023,Rondônia,Total,Municipal,7.6,--
118,2023,Rondônia,Urbana,Municipal,6.5,--
119,2023,Rondônia,Rural,Municipal,11.1,--
120,2023,Rondônia,Total,Privada,2,6.1
121,2023,Rondônia,Urbana,Privada,1.9,4.7
122,2023,Rondônia,Rural,Privada,3.1,12.1
123,2023,Rondônia,Total,Pública,11.1,17.6
124,2023,Rondônia,Urbana,Pública,10.1,17
125,2023,Rondônia,Rural,Pública,16.6,28.2
126,2023,Acre,Total,Total,21.4,26.7
127,2023,Acre,Urbana,Total,14.4,21.8
128,2023,Acre,Rural,Total,35.5,45.3
129,2023,Acre,Total,Federal,8.4,11.8
130,2023,Acre,Urbana,Federal,8.4,11.9
131,2023,Acre,Rural,Federal,--,11.6
132,2023,Acre,Total,Estadual,22.7,28.9
133,2023,Acre,Urbana,Estadual,15.1,23.7
134,2023,Acre,Rural,Estadual,41.2,47.2
135,2023,Acre,Total,Municipal,22,--
136,2023,Acre,Urbana,Municipal,15.9,--
137,2023,Acre,Rural,Municipal,29.5,--
138,2023,Acre,Total,Privada,2.4,6.3
139,2023,Acre,Urbana,Privada,2.4,6.3
140,2023,Acre,Total,Pública,22.4,28
141,2023,Acre,Urbana,Pública,15.4,23.1
142,2023,Acre,Rural,Pública,35.5,45.3
143,2023,Amazonas,Total,Total,15.5,28.3
144,2023,Amazonas,Urbana,Total,12.6,23
145,2023,Amazonas,Rural,Total,24.5,52.5
146,2023,Amazonas,Total,Federal,8.2,12.9
147,2023,Amazonas,Urbana,Federal,8.2,12.8
148,2023,Amazonas,Rural,Federal,--,13.1
149,2023,Amazonas,Total,Estadual,12.6,30
150,2023,Amazonas,Urbana,Estadual,11.6,24.4
151,2023,Amazonas,Rural,Estadual,28.8,53.5
152,2023,Amazonas,Total,Municipal,18.1,--
153,2023,Amazonas,Urbana,Municipal,14.7,--
154,2023,Amazonas,Rural,Municipal,24.2,--
155,2023,Amazonas,Total,Privada,5.1,6.2
156,2023,Amazonas,Urbana,Privada,5.1,6.2
157,2023,Amazonas,Rural,Privada,4.1,5.7
158,2023,Amazonas,Total,Pública,16.3,29.4
159,2023,Amazonas,Urbana,Pública,13.4,24
160,2023,Amazonas,Rural,Pública,24.5,52.7
161,2023,Roraima,Total,Total,17.7,21.8
162,2023,Roraima,Urbana,Total,16,18.8
163,2023,Roraima,Rural,Total,22.7,33
164,2023,Roraima,Total,Federal,3.5,18.3
165,2023,Roraima,Urbana,Federal,3.5,18.6
166,2023,Roraima,Rural,Federal,--,17.4
167,2023,Roraima,Total,Estadual,23.4,22.9
168,2023,Roraima,Urbana,Estadual,20.5,19.8
169,2023,Roraima,Rural,Estadual,28,34.5
170,2023,Roraima,Total,Municipal,14.5,--
171,2023,Roraima,Urbana,Municipal,14.9,--
172,2023,Roraima,Rural,Municipal,12.7,--
173,2023,Roraima,Total,Privada,4.3,6.6
174,2023,Roraima,Urbana,Privada,4.3,5.9
175,2023,Roraima,Rural,Privada,--,60
176,2023,Roraima,Total,Pública,18.6,22.6
177,2023,Roraima,Urbana,Pública,17.1,19.7
178,2023,Roraima,Rural,Pública,22.7,32.9
179,2023,Pará,Total,Total,23,32.3
180,2023,Pará,Urbana,Total,19.6,29.1
181,2023,Pará,Rural,Total,29.8,45.9
182,2023,Pará,Total,Federal,5.5,24
183,2023,Pará,Urbana,Federal,5.5,22.9
184,2023,Pará,Rural,Federal,--,49.6
185,2023,Pará,Total,Estadual,27.5,35
186,2023,Pará,Urbana,Estadual,26.8,32.1
187,2023,Pará,Rural,Estadual,35.5,45.7
188,2023,Pará,Total,Municipal,24.5,28.6
189,2023,Pará,Urbana,Municipal,20.9,28.6
190,2023,Pará,Rural,Municipal,29.7,--
191,2023,Pará,Total,Privada,6.1,8.3
192,2023,Pará,Urbana,Privada,6,6.6
193,2023,Pará,Rural,Privada,18.5,56.5
194,2023,Pará,Total,Pública,24.8,34.7
195,2023,Pará,Urbana,Pública,21.9,31.8
196,2023,Pará,Rural,Pública,29.8,45.7
197,2023,Amapá,Total,Total,23.8,32.8
198,2023,Amapá,Urbana,Total,21.4,30.3
199,2023,Amapá,Rural,Total,33,47.9
200,2023,Amapá,Total,Federal,--,27.3
201,2023,Amapá,Urbana,Federal,--,27.3
202,2023,Amapá,Total,Estadual,31.2,35.4
203,2023,Amapá,Urbana,Estadual,28.1,33.1
204,2023,Amapá,Rural,Estadual,40.1,47.7
205,2023,Amapá,Total,Municipal,18.6,--
206,2023,Amapá,Urbana,Municipal,18.2,--
207,2023,Amapá,Rural,Municipal,20.4,--
208,2023,Amapá,Total,Privada,3.8,8.1
209,2023,Amapá,Urbana,Privada,3.2,5.1
210,2023,Amapá,Rural,Privada,60.7,52.1
211,2023,Amapá,Total,Pública,25.8,34.9
212,2023,Amapá,Urbana,Pública,23.7,32.7
213,2023,Amapá,Rural,Pública,32.9,47.7
214,2023,Tocantins,Total,Total,9.8,20.3
215,2023,Tocantins,Urbana,Total,9,19.4
216,2023,Tocantins,Rural,Total,15.6,30.1
217,2023,Tocantins,Total,Federal,--,14.3
218,2023,Tocantins,Urbana,Federal,--,13.4
219,2023,Tocantins,Rural,Federal,--,16.9
220,2023,Tocantins,Total,Estadual,15.9,21.5
221,2023,Tocantins,Urbana,Estadual,15,20.4
222,2023,Tocantins,Rural,Estadual,22.8,33.7
223,2023,Tocantins,Total,Municipal,7.4,--
224,2023,Tocantins,Urbana,Municipal,6.6,--
225,2023,Tocantins,Rural,Municipal,12.6,--
226,2023,Tocantins,Total,Privada,3.2,8
227,2023,Tocantins,Urbana,Privada,3.3,8.2
228,2023,Tocantins,Rural,Privada,1.4,3.3
229,2023,Tocantins,Total,Pública,10.5,21.1
230,2023,Tocantins,Urbana,Pública,9.7,20.2
231,2023,Tocantins,Rural,Pública,16,31.1
232,2023,Maranhão,Total,Total,15.2,24.3
233,2023,Maranhão,Urbana,Total,14,21.9
234,2023,Maranhão,Rural,Total,17.3,37
235,2023,Maranhão,Total,Federal,24.8,21.7
236,2023,Maranhão,Urbana,Federal,24.8,22.2
237,2023,Maranhão,Rural,Federal,--,20.3
238,2023,Maranhão,Total,Estadual,34.7,24.2
239,2023,Maranhão,Urbana,Estadual,14,22.5
240,2023,Maranhão,Rural,Estadual,56.6,34.1
241,2023,Maranhão,Total,Municipal,15.9,90.9
242,2023,Maranhão,Urbana,Municipal,15.7,86.7
243,2023,Maranhão,Rural,Municipal,16.2,92.7
244,2023,Maranhão,Total,Privada,6.1,11.9
245,2023,Maranhão,Urbana,Privada,6,8.5
246,2023,Maranhão,Rural,Privada,8.5,47.1
247,2023,Maranhão,Total,Pública,16.4,25
248,2023,Maranhão,Urbana,Pública,15.7,22.8
249,2023,Maranhão,Rural,Pública,17.4,36.7
250,2023,Piauí,Total,Total,14.7,26.6
251,2023,Piauí,Urbana,Total,14.1,25.8
252,2023,Piauí,Rural,Total,16.7,39.5
253,2023,Piauí,Total,Federal,--,16.4
254,2023,Piauí,Urbana,Federal,--,16.1
255,2023,Piauí,Rural,Federal,--,17.8
256,2023,Piauí,Total,Estadual,21.8,28.9
257,2023,Piauí,Urbana,Estadual,21.8,28
258,2023,Piauí,Rural,Estadual,28.6,42.6
259,2023,Piauí,Total,Municipal,15.4,--
260,2023,Piauí,Urbana,Municipal,14.9,--
261,2023,Piauí,Rural,Municipal,16.7,--
262,2023,Piauí,Total,Privada,8,11.6
263,2023,Piauí,Urbana,Privada,8,11.6
264,2023,Piauí,Rural,Privada,7.2,13.9
265,2023,Piauí,Total,Pública,15.9,28.4
266,2023,Piauí,Urbana,Pública,15.6,27.6
267,2023,Piauí,Rural,Pública,16.7,39.8
268,2023,Ceará,Total,Total,6.5,14.4
269,2023,Ceará,Urbana,Total,6.9,14.5
270,2023,Ceará,Rural,Total,4.6,13
271,2023,Ceará,Total,Federal,15.9,20.8
272,2023,Ceará,Urbana,Federal,15.9,20.8
273,2023,Ceará,Rural,Federal,--,20.4
274,2023,Ceará,Total,Estadual,13.2,15.1
275,2023,Ceará,Urbana,Estadual,13.3,15.2
276,2023,Ceará,Rural,Estadual,13,12.8
277,2023,Ceará,Total,Municipal,6.4,--
278,2023,Ceará,Urbana,Municipal,7.1,--
279,2023,Ceará,Rural,Municipal,4.5,--
280,2023,Ceará,Total,Privada,6.1,6.2
281,2023,Ceará,Urbana,Privada,6.1,6.1
282,2023,Ceará,Rural,Privada,2.8,43.9
283,2023,Ceará,Total,Pública,6.5,15.2
284,2023,Ceará,Urbana,Pública,7.2,15.3
285,2023,Ceará,Rural,Pública,4.6,12.9
286,2023,Rio Grande do Norte,Total,Total,19.1,35.1
287,2023,Rio Grande do Norte,Urbana,Total,18.9,34.9
288,2023,Rio Grande do Norte,Rural,Total,20.2,38.5
289,2023,Rio Grande do Norte,Total,Federal,0,22
290,2023,Rio Grande do Norte,Urbana,Federal,0,22
291,2023,Rio Grande do Norte,Rural,Federal,--,21.5
292,2023,Rio Grande do Norte,Total,Estadual,26.6,41.4
293,2023,Rio Grande do Norte,Urbana,Estadual,26.4,41.3
294,2023,Rio Grande do Norte,Rural,Estadual,29.5,45
295,2023,Rio Grande do Norte,Total,Municipal,21.3,--
296,2023,Rio Grande do Norte,Urbana,Municipal,21.9,--
297,2023,Rio Grande do Norte,Rural,Municipal,19.8,--
298,2023,Rio Grande do Norte,Total,Privada,7.4,7.4
299,2023,Rio Grande do Norte,Urbana,Privada,7.4,7.4
300,2023,Rio Grande do Norte,Rural,Privada,6.4,7.3
301,2023,Rio Grande do Norte,Total,Pública,22.6,39.1
302,2023,Rio Grande do Norte,Urbana,Pública,23.1,39.1
303,2023,Rio Grande do Norte,Rural,Pública,20.4,38.8
304,2023,Paraíba,Total,Total,16.6,25.1
305,2023,Paraíba,Urbana,Total,17.1,24.8
306,2023,Paraíba,Rural,Total,14.2,32.2
307,2023,Paraíba,Total,Federal,6.6,11.3
308,2023,Paraíba,Urbana,Federal,6.6,10.8
309,2023,Paraíba,Rural,Federal,--,37.6
310,2023,Paraíba,Total,Estadual,27,29.4
311,2023,Paraíba,Urbana,Estadual,27,29.3
312,2023,Paraíba,Rural,Estadual,27.8,32.1
313,2023,Paraíba,Total,Municipal,17.9,65.8
314,2023,Paraíba,Urbana,Municipal,19,83.8
315,2023,Paraíba,Rural,Municipal,13.3,26
316,2023,Paraíba,Total,Privada,8,5.6
317,2023,Paraíba,Urbana,Privada,8,5.6
318,2023,Paraíba,Rural,Privada,13.6,--
319,2023,Paraíba,Total,Pública,19.1,28.3
320,2023,Paraíba,Urbana,Pública,20.2,28.1
321,2023,Paraíba,Rural,Pública,14.2,32.2
322,2023,Pernambuco,Total,Total,14.4,18.9
323,2023,Pernambuco,Urbana,Total,14.6,18.5
324,2023,Pernambuco,Rural,Total,13.4,25.2
325,2023,Pernambuco,Total,Federal,10.3,19.8
326,2023,Pernambuco,Urbana,Federal,10.3,20.6
327,2023,Pernambuco,Rural,Federal,--,16
328,2023,Pernambuco,Total,Estadual,21.3,20.4
329,2023,Pernambuco,Urbana,Estadual,21,19.9
330,2023,Pernambuco,Rural,Estadual,23.5,25.9
331,2023,Pernambuco,Total,Municipal,15.6,21.6
332,2023,Pernambuco,Urbana,Municipal,16.6,--
333,2023,Pernambuco,Rural,Municipal,12.4,21.6
334,2023,Pernambuco,Total,Privada,8.3,7.2
335,2023,Pernambuco,Urbana,Privada,8.2,7.1
336,2023,Pernambuco,Rural,Privada,12.2,12.9
337,2023,Pernambuco,Total,Pública,16.4,20.3
338,2023,Pernambuco,Urbana,Pública,17.2,20
339,2023,Pernambuco,Rural,Pública,13.4,25.4
340,2023,Alagoas,Total,Total,14.3,23.8
341,2023,Alagoas,Urbana,Total,15.2,23.6
342,2023,Alagoas,Rural,Total,11.1,26.5
343,2023,Alagoas,Total,Federal,--,21.8
344,2023,Alagoas,Urbana,Federal,--,21.8
345,2023,Alagoas,Total,Estadual,24.2,26.5
346,2023,Alagoas,Urbana,Estadual,24.7,26.5
347,2023,Alagoas,Rural,Estadual,14.7,26.6
348,2023,Alagoas,Total,Municipal,15,--
349,2023,Alagoas,Urbana,Municipal,16.6,--
350,2023,Alagoas,Rural,Municipal,11.1,--
351,2023,Alagoas,Total,Privada,6.2,7.4
352,2023,Alagoas,Urbana,Privada,6.2,7.4
353,2023,Alagoas,Rural,Privada,4.8,8.6
354,2023,Alagoas,Total,Pública,16,26.1
355,2023,Alagoas,Urbana,Pública,17.8,26.1
356,2023,Alagoas,Rural,Pública,11.2,26.6
357,2023,Sergipe,Total,Total,18.1,29.1
358,2023,Sergipe,Urbana,Total,17.4,28.8
359,2023,Sergipe,Rural,Total,20.6,33
360,2023,Sergipe,Total,Federal,12.5,22.1
361,2023,Sergipe,Urbana,Federal,12.5,21.7
362,2023,Sergipe,Rural,Federal,--,22.8
363,2023,Sergipe,Total,Estadual,22.5,33.2
364,2023,Sergipe,Urbana,Estadual,22.7,33.1
365,2023,Sergipe,Rural,Estadual,18.3,35.1
366,2023,Sergipe,Total,Municipal,21.9,--
367,2023,Sergipe,Urbana,Municipal,22.4,--
368,2023,Sergipe,Rural,Municipal,20.9,--
369,2023,Sergipe,Total,Privada,5.3,6.1
370,2023,Sergipe,Urbana,Privada,5.4,6.1
371,2023,Sergipe,Rural,Privada,5,--
372,2023,Sergipe,Total,Pública,22.1,32.9
373,2023,Sergipe,Urbana,Pública,22.5,32.8
374,2023,Sergipe,Rural,Pública,20.9,33
375,2023,Bahia,Total,Total,21,32.8
376,2023,Bahia,Urbana,Total,20.8,32.4
377,2023,Bahia,Rural,Total,21.4,36.6
378,2023,Bahia,Total,Federal,17.6,36.5
379,2023,Bahia,Urbana,Federal,17.6,35.9
380,2023,Bahia,Rural,Federal,--,40.5
381,2023,Bahia,Total,Estadual,35,35.7
382,2023,Bahia,Urbana,Estadual,34.8,35.5
383,2023,Bahia,Rural,Estadual,37.1,37.4
384,2023,Bahia,Total,Municipal,22.7,40.6
385,2023,Bahia,Urbana,Municipal,23.3,44.2
386,2023,Bahia,Rural,Municipal,21.3,37.2
387,2023,Bahia,Total,Privada,9.6,8.6
388,2023,Bahia,Urbana,Privada,9.5,7.3
389,2023,Bahia,Rural,Privada,14.6,27.5
390,2023,Bahia,Total,Pública,23.5,35.7
391,2023,Bahia,Urbana,Pública,24.3,35.6
392,2023,Bahia,Rural,Pública,21.5,37.6
393,2023,Minas Gerais,Total,Total,6.8,15.8
394,2023,Minas Gerais,Urbana,Total,6.9,15.8
395,2023,Minas Gerais,Rural,Total,6.3,15.9
396,2023,Minas Gerais,Total,Federal,11.8,17.1
397,2023,Minas Gerais,Urbana,Federal,11.8,17.9
398,2023,Minas Gerais,Rural,Federal,--,14.3
399,2023,Minas Gerais,Total,Estadual,9.4,17.1
400,2023,Minas Gerais,Urbana,Estadual,9.4,17.1
401,2023,Minas Gerais,Rural,Estadual,9,16.4
402,2023,Minas Gerais,Total,Municipal,6.2,10.6
403,2023,Minas Gerais,Urbana,Municipal,6.2,10.5
404,2023,Minas Gerais,Rural,Municipal,5.7,15.5
405,2023,Minas Gerais,Total,Privada,2.3,6.1
406,2023,Minas Gerais,Urbana,Privada,2.3,5.9
407,2023,Minas Gerais,Rural,Privada,8,18.1
408,2023,Minas Gerais,Total,Pública,7.6,17.1
409,2023,Minas Gerais,Urbana,Pública,7.7,17.1
410,2023,Minas Gerais,Rural,Pública,6.3,15.7
411,2023,Espírito Santo,Total,Total,11.8,18.9
412,2023,Espírito Santo,Urbana,Total,11.7,18.9
413,2023,Espírito Santo,Rural,Total,12.4,18.1
414,2023,Espírito Santo,Total,Federal,--,17.5
415,2023,Espírito Santo,Urbana,Federal,--,16.7
416,2023,Espírito Santo,Rural,Federal,--,20.4
417,2023,Espírito Santo,Total,Estadual,16.9,20.9
418,2023,Espírito Santo,Urbana,Estadual,17.3,21
419,2023,Espírito Santo,Rural,Estadual,12.6,16.5
420,2023,Espírito Santo,Total,Municipal,12.4,--
421,2023,Espírito Santo,Urbana,Municipal,12.4,--
422,2023,Espírito Santo,Rural,Municipal,12.2,--
423,2023,Espírito Santo,Total,Privada,2.1,5.6
424,2023,Espírito Santo,Urbana,Privada,1.9,4.4
425,2023,Espírito Santo,Rural,Privada,17.8,17.7
426,2023,Espírito Santo,Total,Pública,13.3,20.6
427,2023,Espírito Santo,Urbana,Pública,13.4,20.8
428,2023,Espírito Santo,Rural,Pública,12.3,18.2
429,2023,Rio de Janeiro,Total,Total,17.1,27.6
430,2023,Rio de Janeiro,Urbana,Total,16.9,27.4
431,2023,Rio de Janeiro,Rural,Total,20.9,33.1
