,year,region,location,adm,prim_1,sec_1,prim_2,sec_2,prim_3,sec_3
76,2015,Pará,Urbana,Total,85,73,11.2,10.3,3.8,16.7
77,2015,Pará,Urbana,Pública,83.3,70.4,12.4,11.1,4.3,18.5
78,2015,Pará,Urbana,Federal,92.9,78.7,7.1,11.6,0,9.7
79,2015,Pará,Urbana,Estadual,76.5,70.3,15.9,11.1,7.6,18.6
80,2015,Pará,Urbana,Municipal,85.2,79,11.4,20.2,3.4,0.8
81,2015,Pará,Urbana,Privada,97.1,95.1,2.6,3.7,0.3,1.2
82,2015,Pará,Rural,Total,80.5,71.6,14,9.2,5.5,19.2
83,2015,Pará,Rural,Pública,80.4,71.3,14,9.4,5.6,19.3
84,2015,Pará,Rural,Federal,--,78.6,--,17,--,4.4
85,2015,Pará,Rural,Estadual,78.7,71.2,13.2,9.3,8.1,19.5
86,2015,Pará,Rural,Municipal,80.5,100,14,0,5.5,0
87,2015,Pará,Rural,Privada,85.5,82.8,13.1,2.8,1.4,14.4
88,2015,Amapá,Total,Total,85.7,75.7,11.4,13.6,2.9,10.7
89,2015,Amapá,Total,Pública,84.5,73.8,12.4,14.6,3.1,11.6
90,2015,Amapá,Total,Federal,--,87.8,--,11.1,--,1.1
91,2015,Amapá,Total,Estadual,82.2,73.3,14.1,14.7,3.7,12
92,2015,Amapá,Total,Municipal,88,--,9.8,--,2.2,--
93,2015,Amapá,Total,Privada,98.7,97.3,1.1,2.1,0.2,0.6
94,2015,Amapá,Urbana,Total,86.3,75.7,11.1,14.2,2.6,10.1
95,2015,Amapá,Urbana,Pública,84.9,73.6,12.3,15.3,2.8,11.1
96,2015,Amapá,Urbana,Federal,--,87.8,--,11.1,--,1.1
97,2015,Amapá,Urbana,Estadual,82.2,73.1,14.4,15.4,3.4,11.5
98,2015,Amapá,Urbana,Municipal,88.6,--,9.3,--,2.1,--
99,2015,Amapá,Urbana,Privada,98.9,97.7,1,2.2,0.1,0.1
100,2015,Amapá,Rural,Total,83.2,75.9,12.8,8.9,4,15.2
101,2015,Amapá,Rural,Pública,83.1,74.8,12.9,9.4,4,15.8
102,2015,Amapá,Rural,Estadual,82.3,74.8,13.2,9.4,4.5,15.8
103,2015,Amapá,Rural,Municipal,84.8,--,12.1,--,3.1,--
104,2015,Amapá,Rural,Privada,88.5,92.4,4.6,1.1,6.9,6.5
105,2015,Tocantins,Total,Total,89.4,80.5,8.9,11.8,1.7,7.7
106,2015,Tocantins,Total,Pública,88.7,79.8,9.5,12,1.8,8.2
107,2015,Tocantins,Total,Federal,--,86.4,--,11.2,--,2.4
108,2015,Tocantins,Total,Estadual,83.4,79.6,13.5,12.1,3.1,8.3
109,2015,Tocantins,Total,Municipal,92.7,91.7,6.4,5.6,0.9,2.7
110,2015,Tocantins,Total,Privada,96.9,90.9,2.8,8.2,0.3,0.9
111,2015,Tocantins,Urbana,Total,89.6,80.2,9,12.1,1.4,7.7
112,2015,Tocantins,Urbana,Pública,88.9,79.6,9.6,12.3,1.5,8.1
113,2015,Tocantins,Urbana,Federal,--,86.6,--,11,--,2.4
114,2015,Tocantins,Urbana,Estadual,83.6,79.4,13.9,12.4,2.5,8.2
115,2015,Tocantins,Urbana,Municipal,93.3,--,6,--,0.7,--
116,2015,Tocantins,Urbana,Privada,96.9,90.6,2.7,8.4,0.4,1
117,2015,Tocantins,Rural,Total,88,84.6,8.6,7.5,3.4,7.9
118,2015,Tocantins,Rural,Pública,87.9,83.9,8.6,7.6,3.5,8.5
119,2015,Tocantins,Rural,Federal,--,86.2,--,11.6,--,2.2
120,2015,Tocantins,Rural,Estadual,81.7,83.2,9.9,6.7,8.4,10.1
121,2015,Tocantins,Rural,Municipal,90.2,91.7,8.2,5.6,1.6,2.7
122,2015,Tocantins,Rural,Privada,95.3,94.7,4.7,5.3,0,0
123,2015,Maranhão,Total,Total,88.8,80.7,8.2,11.1,3,8.2
124,2015,Maranhão,Total,Pública,87.9,79.7,8.9,11.6,3.2,8.7
125,2015,Maranhão,Total,Federal,96,90.1,3.8,7,0.2,2.9
126,2015,Maranhão,Total,Estadual,82.8,79.4,11.4,11.8,5.8,8.8
127,2015,Maranhão,Total,Municipal,88.2,84.2,8.7,3.7,3.1,12.1
128,2015,Maranhão,Total,Privada,96.9,93.8,2.5,4.7,0.6,1.5
129,2015,Maranhão,Urbana,Total,89.2,80.7,8.1,11.4,2.7,7.9
130,2015,Maranhão,Urbana,Pública,87.8,79.6,9.1,11.9,3.1,8.5
131,2015,Maranhão,Urbana,Federal,96.5,91,3.1,6.3,0.4,2.7
132,2015,Maranhão,Urbana,Estadual,86.4,79.3,11.5,12.1,2.1,8.6
133,2015,Maranhão,Urbana,Municipal,87.8,84.7,9,3.3,3.2,12
134,2015,Maranhão,Urbana,Privada,97,94.3,2.5,4.8,0.5,0.9
135,2015,Maranhão,Rural,Total,88.2,80.4,8.4,9.7,3.4,9.9
136,2015,Maranhão,Rural,Pública,88.1,80.1,8.5,10,3.4,9.9
137,2015,Maranhão,Rural,Federal,94.1,87.5,5.9,9.2,0,3.3
138,2015,Maranhão,Rural,Estadual,76.5,79.7,11.1,10.1,12.4,10.2
139,2015,Maranhão,Rural,Municipal,88.6,83.1,8.4,4.6,3,12.3
140,2015,Maranhão,Rural,Privada,96,88.2,3.2,3.8,0.8,8
141,2015,Piauí,Total,Total,86.4,80.4,11.1,7.8,2.5,11.8
142,2015,Piauí,Total,Pública,85,78.7,12.1,8,2.9,13.3
143,2015,Piauí,Total,Federal,--,79,--,13.8,--,7.2
144,2015,Piauí,Total,Estadual,81.3,78.7,13.9,7.8,4.8,13.5
145,2015,Piauí,Total,Municipal,85.5,81.4,11.9,16.7,2.6,1.9
146,2015,Piauí,Total,Privada,95.8,93.5,4,6,0.2,0.5
147,2015,Piauí,Urbana,Total,86.9,80.6,10.6,7.9,2.5,11.5
148,2015,Piauí,Urbana,Pública,85,78.9,12.1,8.2,2.9,12.9
149,2015,Piauí,Urbana,Federal,--,79.1,--,13.6,--,7.3
150,2015,Piauí,Urbana,Estadual,81.4,78.9,13.9,8,4.7,13.1
151,2015,Piauí,Urbana,Municipal,85.8,81.4,11.7,16.7,2.5,1.9
152,2015,Piauí,Urbana,Privada,95.8,93.5,4,6,0.2,0.5
153,2015,Piauí,Rural,Total,84.9,75.9,12.2,5.7,2.9,18.4
154,2015,Piauí,Rural,Pública,84.9,75.8,12.2,5.7,2.9,18.5
155,2015,Piauí,Rural,Federal,--,77.4,--,15.9,--,6.7
156,2015,Piauí,Rural,Estadual,74.2,75.7,15.5,5.3,10.3,19
157,2015,Piauí,Rural,Municipal,85,--,12.2,--,2.8,--
158,2015,Piauí,Rural,Privada,92.1,95.6,5.8,4.4,2.1,0
159,2015,Ceará,Total,Total,93.4,85.6,5.1,7.2,1.5,7.2
160,2015,Ceará,Total,Pública,92.4,84.4,5.8,7.5,1.8,8.1
161,2015,Ceará,Total,Federal,94.8,79.1,5.2,15.2,0,5.7
162,2015,Ceará,Total,Estadual,84.5,84.4,9.9,7.5,5.6,8.1
163,2015,Ceará,Total,Municipal,92.8,--,5.6,--,1.6,--
164,2015,Ceará,Total,Privada,97,95.5,2.7,4.1,0.3,0.4
165,2015,Ceará,Urbana,Total,93,85.6,5.4,7.2,1.6,7.2
166,2015,Ceará,Urbana,Pública,91.6,84.3,6.3,7.6,2.1,8.1
167,2015,Ceará,Urbana,Federal,94.8,79,5.2,15.6,0,5.4
168,2015,Ceará,Urbana,Estadual,84.3,84.4,10,7.5,5.7,8.1
169,2015,Ceará,Urbana,Municipal,92.1,--,6.1,--,1.8,--
170,2015,Ceará,Urbana,Privada,97,95.5,2.7,4.1,0.3,0.4
171,2015,Ceará,Rural,Total,94.5,85.5,4.3,6.3,1.2,8.2
172,2015,Ceará,Rural,Pública,94.5,85.4,4.3,6.3,1.2,8.3
173,2015,Ceará,Rural,Federal,--,80.7,--,10.8,--,8.5
174,2015,Ceará,Rural,Estadual,87,85.5,8.3,6.2,4.7,8.3
175,2015,Ceará,Rural,Municipal,94.6,--,4.3,--,1.1,--
176,2015,Ceará,Rural,Privada,96.6,97.8,3.4,0,0,2.2
177,2015,Rio Grande do Norte,Total,Total,83.4,73.9,13.2,15.3,3.4,10.8
178,2015,Rio Grande do Norte,Total,Pública,80.1,71,15.7,16.6,4.2,12.4
179,2015,Rio Grande do Norte,Total,Federal,99.1,86.8,0.9,12.1,0,1.1
180,2015,Rio Grande do Norte,Total,Estadual,76,69.4,19.1,17.1,4.9,13.5
181,2015,Rio Grande do Norte,Total,Municipal,81.8,--,14.3,--,3.9,--
182,2015,Rio Grande do Norte,Total,Privada,96.3,92.4,3.3,7.2,0.4,0.4
183,2015,Rio Grande do Norte,Urbana,Total,83.6,73.7,13.1,15.5,3.3,10.8
184,2015,Rio Grande do Norte,Urbana,Pública,79.4,70.6,16.2,16.9,4.4,12.5
185,2015,Rio Grande do Norte,Urbana,Federal,99.1,85.8,0.9,13,0,1.2
186,2015,Rio Grande do Norte,Urbana,Estadual,75.9,69.3,19.2,17.2,4.9,13.5
187,2015,Rio Grande do Norte,Urbana,Municipal,81.3,--,14.6,--,4.1,--
188,2015,Rio Grande do Norte,Urbana,Privada,96.3,92.4,3.3,7.2,0.4,0.4
189,2015,Rio Grande do Norte,Rural,Total,82.7,82.5,13.8,8.2,3.5,9.3
190,2015,Rio Grande do Norte,Rural,Pública,82.6,82.3,13.9,8.3,3.5,9.4
191,2015,Rio Grande do Norte,Rural,Federal,--,96,--,2.5,--,1.5
192,2015,Rio Grande do Norte,Rural,Estadual,77.9,76.6,17.6,10.7,4.5,12.7
193,2015,Rio Grande do Norte,Rural,Municipal,82.9,--,13.6,--,3.5,--
194,2015,Rio Grande do Norte,Rural,Privada,94.9,97.3,5.1,2.7,0,0
195,2015,Paraíba,Total,Total,85.5,79.3,10.3,9.2,4.2,11.5
196,2015,Paraíba,Total,Pública,82.8,76.5,12,9.9,5.2,13.6
197,2015,Paraíba,Total,Federal,100,84.7,0,12.1,0,3.2
198,2015,Paraíba,Total,Estadual,79.5,76.2,12.9,9.9,7.6,13.9
199,2015,Paraíba,Total,Municipal,84,74.6,11.7,7.3,4.3,18.1
200,2015,Paraíba,Total,Privada,96.8,93.9,2.8,5.2,0.4,0.9
201,2015,Paraíba,Urbana,Total,85.5,79.2,10.1,9.3,4.4,11.5
202,2015,Paraíba,Urbana,Pública,82.1,76.3,12.3,10.1,5.6,13.6
203,2015,Paraíba,Urbana,Federal,100,84.7,0,12.1,0,3.2
204,2015,Paraíba,Urbana,Estadual,79.5,76,12.9,10.1,7.6,13.9
205,2015,Paraíba,Urbana,Municipal,83.2,74.6,12.1,7.3,4.7,18.1
206,2015,Paraíba,Urbana,Privada,96.8,93.9,2.8,5.2,0.4,0.9
207,2015,Paraíba,Rural,Total,85.3,81.4,10.8,6,3.9,12.6
208,2015,Paraíba,Rural,Pública,85.3,81.4,10.9,6,3.8,12.6
209,2015,Paraíba,Rural,Federal,--,--,--,--,--,--
210,2015,Paraíba,Rural,Estadual,79.6,81.4,12.7,6,7.7,12.6
211,2015,Paraíba,Rural,Municipal,86.1,--,10.6,--,3.3,--
212,2015,Paraíba,Rural,Privada,95.1,--,4,--,0.9,--
213,2015,Pernambuco,Total,Total,87.6,88.8,10.2,8.9,2.2,2.3
214,2015,Pernambuco,Total,Pública,85,88,12.3,9.5,2.7,2.5
215,2015,Pernambuco,Total,Federal,96,82.6,4,15.1,0,2.3
216,2015,Pernambuco,Total,Estadual,85.9,88.1,12.5,9.4,1.6,2.5
217,2015,Pernambuco,Total,Municipal,84.8,71.5,12.2,8.6,3,19.9
218,2015,Pernambuco,Total,Privada,96.5,94.7,3.2,4.6,0.3,0.7
219,2015,Pernambuco,Urbana,Total,87.9,88.9,10,8.9,2.1,2.2
220,2015,Pernambuco,Urbana,Pública,84.6,88.1,12.6,9.6,2.8,2.3
221,2015,Pernambuco,Urbana,Federal,96,83.2,4,14.6,0,2.2
222,2015,Pernambuco,Urbana,Estadual,86.3,88.2,12.3,9.5,1.4,2.3
223,2015,Pernambuco,Urbana,Municipal,84.1,67.9,12.7,6.6,3.2,25.5
224,2015,Pernambuco,Urbana,Privada,96.5,94.7,3.1,4.6,0.4,0.7
225,2015,Pernambuco,Rural,Total,86.5,86.5,11.1,8.9,2.4,4.6
226,2015,Pernambuco,Rural,Pública,86.4,86.4,11.1,8.9,2.5,4.7
227,2015,Pernambuco,Rural,Federal,--,80.5,--,16.7,--,2.8
228,2015,Pernambuco,Rural,Estadual,82.8,87.1,14.5,8.2,2.7,4.7
229,2015,Pernambuco,Rural,Municipal,86.7,79.5,10.9,13.1,2.4,7.4
230,2015,Pernambuco,Rural,Privada,92.4,95.9,7,2.7,0.6,1.4
231,2015,Alagoas,Total,Total,83,75,11.9,11.2,5.1,13.8
232,2015,Alagoas,Total,Pública,80.7,71.6,13.4,12.4,5.9,16
233,2015,Alagoas,Total,Federal,--,73.2,--,21.8,--,5
234,2015,Alagoas,Total,Estadual,72.7,71.5,17.2,11.9,10.1,16.6
235,2015,Alagoas,Total,Municipal,81.9,84.2,12.9,0,5.2,15.8
236,2015,Alagoas,Total,Privada,96.5,94.5,2.9,4.5,0.6,1
237,2015,Alagoas,Urbana,Total,82.6,74.8,11.9,11.4,5.5,13.8
238,2015,Alagoas,Urbana,Pública,79.2,71.2,14,12.7,6.8,16.1
239,2015,Alagoas,Urbana,Federal,--,73.2,--,21.8,--,5
240,2015,Alagoas,Urbana,Estadual,72.2,71,17.4,12.2,10.4,16.8
241,2015,Alagoas,Urbana,Municipal,80.7,84.2,13.3,0,6,15.8
242,2015,Alagoas,Urbana,Privada,96.5,94.5,2.9,4.5,0.6,1
243,2015,Alagoas,Rural,Total,84.3,79.4,11.9,6.7,3.8,13.9
244,2015,Alagoas,Rural,Pública,84.3,79.4,12,6.7,3.7,13.9
245,2015,Alagoas,Rural,Estadual,80.5,79.4,14.4,6.7,5.1,13.9
246,2015,Alagoas,Rural,Municipal,84.4,--,11.9,--,3.7,--
247,2015,Alagoas,Rural,Privada,97.5,--,1,--,1.5,--
248,2015,Sergipe,Total,Total,79.3,71.4,16.4,15.2,4.3,13.4
249,2015,Sergipe,Total,Pública,74.9,66.8,19.7,16.9,5.4,16.3
250,2015,Sergipe,Total,Federal,--,80.6,--,10.8,--,8.6
251,2015,Sergipe,Total,Estadual,70.7,66.7,22.7,16.9,6.6,16.4
252,2015,Sergipe,Total,Municipal,76.7,--,18.5,--,4.8,--
253,2015,Sergipe,Total,Privada,96,92.1,3.7,7.4,0.3,0.5
254,2015,Sergipe,Urbana,Total,79.5,71.4,16.2,15.3,4.3,13.3
255,2015,Sergipe,Urbana,Pública,73.3,66.5,20.9,17.2,5.8,16.3
256,2015,Sergipe,Urbana,Federal,--,81.5,--,10.9,--,7.6
257,2015,Sergipe,Urbana,Estadual,70.6,66.4,22.7,17.2,6.7,16.4
258,2015,Sergipe,Urbana,Municipal,75.1,--,19.7,--,5.2,--
259,2015,Sergipe,Urbana,Privada,96,92.1,3.7,7.4,0.3,0.5
260,2015,Sergipe,Rural,Total,78.7,71.7,17,11.7,4.3,16.6
261,2015,Sergipe,Rural,Pública,78.5,71.7,17.1,11.7,4.4,16.6
262,2015,Sergipe,Rural,Federal,--,0,--,0,--,100
263,2015,Sergipe,Rural,Estadual,71.6,71.8,22.4,11.7,6,16.5
264,2015,Sergipe,Rural,Municipal,78.9,--,16.9,--,4.2,--
265,2015,Sergipe,Rural,Privada,93.7,--,6,--,0.3,--
266,2015,Bahia,Total,Total,82,76.1,14,16.4,4,7.5
267,2015,Bahia,Total,Pública,79.8,74.4,15.6,17.4,4.6,8.2
268,2015,Bahia,Total,Federal,96.1,78.9,3.9,16.8,0,4.3
269,2015,Bahia,Total,Estadual,69.1,74.3,25.7,17.5,5.2,8.2
270,2015,Bahia,Total,Municipal,81.3,79.1,14.2,8.6,4.5,12.3
271,2015,Bahia,Total,Privada,95.9,93.2,3.8,6.3,0.3,0.5
272,2015,Bahia,Urbana,Total,82.1,75.8,14,16.7,3.9,7.5
273,2015,Bahia,Urbana,Pública,78.9,74,16.3,17.8,4.8,8.2
274,2015,Bahia,Urbana,Federal,96.1,77,3.9,18.7,0,4.3
275,2015,Bahia,Urbana,Estadual,69,74,25.9,17.8,5.1,8.2
276,2015,Bahia,Urbana,Municipal,81,77.3,14.4,10.9,4.6,11.8
277,2015,Bahia,Urbana,Privada,95.9,93.2,3.8,6.3,0.3,0.5
278,2015,Bahia,Rural,Total,81.7,82.2,13.9,10,4.4,7.8
279,2015,Bahia,Rural,Pública,81.7,81.4,14,10.3,4.3,8.3
280,2015,Bahia,Rural,Federal,--,90.3,--,5.2,--,4.5
281,2015,Bahia,Rural,Estadual,72.9,81,20.9,11.1,6.2,7.9
282,2015,Bahia,Rural,Municipal,81.8,80.1,13.9,7.3,4.3,12.6
283,2015,Bahia,Rural,Privada,93.7,93.1,5.8,5.2,0.5,1.7
284,2015,Minas Gerais,Total,Total,93,81.1,5.7,12.2,1.3,6.7
285,2015,Minas Gerais,Total,Pública,92.5,79.7,6.1,12.9,1.4,7.4
286,2015,Minas Gerais,Total,Federal,95.4,85.9,4.4,12.5,0.2,1.6
287,2015,Minas Gerais,Total,Estadual,90.6,79.6,7.4,13,2,7.4
288,2015,Minas Gerais,Total,Municipal,94.4,84,4.7,11,0.9,5
289,2015,Minas Gerais,Total,Privada,97.3,93.6,2.7,6,0,0.4
290,2015,Minas Gerais,Urbana,Total,92.8,80.9,5.9,12.4,1.3,6.7
291,2015,Minas Gerais,Urbana,Pública,92.2,79.5,6.3,13.1,1.5,7.4
292,2015,Minas Gerais,Urbana,Federal,95.4,86.2,4.4,12.9,0.2,0.9
293,2015,Minas Gerais,Urbana,Estadual,90.5,79.3,7.5,13.2,2,7.5
294,2015,Minas Gerais,Urbana,Municipal,94.2,83.9,5,11.3,0.8,4.8
295,2015,Minas Gerais,Urbana,Privada,97.3,93.6,2.7,6,0,0.4
296,2015,Minas Gerais,Rural,Total,95.3,88.8,3.6,6,1.1,5.2
297,2015,Minas Gerais,Rural,Pública,95.3,88.5,3.6,6.2,1.1,5.3
298,2015,Minas Gerais,Rural,Federal,--,85,--,11.4,--,3.6
299,2015,Minas Gerais,Rural,Estadual,93.2,89.6,4.9,4.6,1.9,5.8
300,2015,Minas Gerais,Rural,Municipal,95.9,85.4,3.2,7.7,0.9,6.9
301,2015,Minas Gerais,Rural,Privada,96.2,95.2,2.7,1.6,1.1,3.2
302,2015,Espírito Santo,Total,Total,88.3,79.6,10.6,15.7,1.1,4.7
303,2015,Espírito Santo,Total,Pública,87,77.2,11.8,17.4,1.2,5.4
304,2015,Espírito Santo,Total,Federal,--,88.1,--,10.3,--,1.6
305,2015,Espírito Santo,Total,Estadual,84.6,76.5,13.9,17.8,1.5,5.7
306,2015,Espírito Santo,Total,Municipal,87.7,95.9,11.1,1.4,1.2,2.7
307,2015,Espírito Santo,Total,Privada,97.7,94.9,2.3,4.8,0,0.3
308,2015,Espírito Santo,Urbana,Total,88,79.2,10.8,16,1.2,4.8
309,2015,Espírito Santo,Urbana,Pública,86.5,76.8,12.2,17.7,1.3,5.5
310,2015,Espírito Santo,Urbana,Federal,--,87.3,--,11.1,--,1.6
311,2015,Espírito Santo,Urbana,Estadual,84.2,76.3,14.2,18.1,1.6,5.6
312,2015,Espírito Santo,Urbana,Municipal,87.3,--,11.5,--,1.2,--
313,2015,Espírito Santo,Urbana,Privada,97.7,94.9,2.3,4.9,0,0.2
314,2015,Espírito Santo,Rural,Total,90.4,88.9,8.8,7.3,0.8,3.8
315,2015,Espírito Santo,Rural,Pública,90.4,87.5,8.8,8.3,0.8,4.2
316,2015,Espírito Santo,Rural,Federal,--,91.9,--,6.9,--,1.2
317,2015,Espírito Santo,Rural,Estadual,89.3,85.3,9.6,9.1,1.1,5.6
318,2015,Espírito Santo,Rural,Municipal,90.6,95.9,8.7,1.4,0.7,2.7
319,2015,Espírito Santo,Rural,Privada,91.7,95.2,6.6,3.4,1.7,1.4
320,2015,Rio de Janeiro,Total,Total,87.7,83,10.9,13.4,1.4,3.6
321,2015,Rio de Janeiro,Total,Pública,84.8,80.6,13.3,14.8,1.9,4.6
322,2015,Rio de Janeiro,Total,Federal,92.2,86.3,7.7,11.8,0.1,1.9
323,2015,Rio de Janeiro,Total,Estadual,80.7,80.4,17,15,2.3,4.6
324,2015,Rio de Janeiro,Total,Municipal,85.5,80,12.7,15.1,1.8,4.9
325,2015,Rio de Janeiro,Total,Privada,94.9,91.6,4.8,7.9,0.3,0.5
326,2015,Rio de Janeiro,Urbana,Total,87.9,82.9,10.7,13.4,1.4,3.7
327,2015,Rio de Janeiro,Urbana,Pública,84.8,80.4,13.2,15,2,4.6
328,2015,Rio de Janeiro,Urbana,Federal,92.2,86.7,7.7,11.5,0.1,1.8
329,2015,Rio de Janeiro,Urbana,Estadual,80.7,80.2,17.1,15.1,2.2,4.7
330,2015,Rio de Janeiro,Urbana,Municipal,85.5,80,12.6,15.1,1.9,4.9
331,2015,Rio de Janeiro,Urbana,Privada,94.9,91.6,4.8,7.9,0.3,0.5
332,2015,Rio de Janeiro,Rural,Total,85.3,86.4,13.5,10.2,1.2,3.4
333,2015,Rio de Janeiro,Rural,Pública,84.7,86.2,14,10.3,1.3,3.5
334,2015,Rio de Janeiro,Rural,Federal,--,73.4,--,19.4,--,7.2
335,2015,Rio de Janeiro,Rural,Estadual,82.2,86.8,16,9.9,1.8,3.3
336,2015,Rio de Janeiro,Rural,Municipal,85,74.4,13.8,12.8,1.2,12.8
337,2015,Rio de Janeiro,Rural,Privada,94.9,91.8,4.9,8.1,0.2,0.1
338,2015,São Paulo,Total,Total,95.7,87.5,3.6,9.3,0.7,3.2
339,2015,São Paulo,Total,Pública,95.2,86,4,10.3,0.8,3.7
340,2015,São Paulo,Total,Federal,99.1,86.6,0.9,12.8,0,0.6
341,2015,São Paulo,Total,Estadual,94.8,85.9,4,10.3,1.2,3.8
342,2015,São Paulo,Total,Municipal,95.6,90.5,3.9,8.2,0.5,1.3
343,2015,São Paulo,Total,Privada,97.9,96,2.1,3.9,0,0.1
344,2015,São Paulo,Urbana,Total,95.7,87.4,3.6,9.4,0.7,3.2
345,2015,São Paulo,Urbana,Pública,95.2,85.9,4,10.4,0.8,3.7
346,2015,São Paulo,Urbana,Federal,99.1,86.6,0.9,12.8,0,0.6
347,2015,São Paulo,Urbana,Estadual,94.8,85.8,4,10.4,1.2,3.8
348,2015,São Paulo,Urbana,Municipal,95.6,90.4,3.9,8.2,0.5,1.4
349,2015,São Paulo,Urbana,Privada,98,96,2,3.9,0,0.1
350,2015,São Paulo,Rural,Total,95.9,94.1,3.8,4.2,0.3,1.7
351,2015,São Paulo,Rural,Pública,95.9,94.1,3.8,4.1,0.3,1.8
352,2015,São Paulo,Rural,Estadual,96.7,94.1,2.6,4.1,0.7,1.8
353,2015,São Paulo,Rural,Municipal,95.6,95.4,4.2,2.9,0.2,1.7
354,2015,São Paulo,Rural,Privada,96.7,93.4,3.3,6.2,0,0.4
355,2015,Paraná,Total,Total,91.5,81.4,7.2,10.9,1.3,7.7
356,2015,Paraná,Total,Pública,90.5,79.1,8,12.1,1.5,8.8
357,2015,Paraná,Total,Federal,97.5,88.2,2.5,7.6,0,4.2
358,2015,Paraná,Total,Estadual,85.5,78.9,11.4,12.2,3.1,8.9
359,2015,Paraná,Total,Municipal,94.6,--,5.2,--,0.2,--
360,2015,Paraná,Total,Privada,97.9,96.4,2.1,3.3,0,0.3
361,2015,Paraná,Urbana,Total,91.5,81.2,7.2,11.1,1.3,7.7
362,2015,Paraná,Urbana,Pública,90.4,78.7,8.1,12.3,1.5,9
363,2015,Paraná,Urbana,Federal,97.5,88.1,2.5,7.7,0,4.2
364,2015,Paraná,Urbana,Estadual,85.2,78.6,11.7,12.4,3.1,9
365,2015,Paraná,Urbana,Municipal,94.7,--,5.2,--,0.1,--
366,2015,Paraná,Urbana,Privada,97.9,96.4,2.1,3.3,0,0.3
367,2015,Paraná,Rural,Total,92.3,86.2,6.6,7.6,1.1,6.2
368,2015,Paraná,Rural,Pública,92.2,86,6.6,7.7,1.2,6.3
369,2015,Paraná,Rural,Federal,--,97.5,--,2.5,--,0
370,2015,Paraná,Rural,Estadual,89.6,85.9,7.8,7.7,2.6,6.4
371,2015,Paraná,Rural,Municipal,93.9,--,5.8,--,0.3,--
372,2015,Paraná,Rural,Privada,98,94.3,1.9,5.5,0.1,0.2
373,2015,Santa Catarina,Total,Total,93.3,79.9,6.2,12.7,0.5,7.4
374,2015,Santa Catarina,Total,Pública,92.6,77.3,6.8,14,0.6,8.7
375,2015,Santa Catarina,Total,Federal,92.7,87.5,7,11.1,0.3,1.4
376,2015,Santa Catarina,Total,Estadual,89.9,76.9,9.3,14.2,0.8,8.9
377,2015,Santa Catarina,Total,Municipal,94.4,87.7,5.2,7,0.4,5.3
378,2015,Santa Catarina,Total,Privada,98.4,95.4,1.5,4.3,0.1,0.3
379,2015,Santa Catarina,Urbana,Total,93.1,79.7,6.3,12.8,0.6,7.5
380,2015,Santa Catarina,Urbana,Pública,92.3,77,7.1,14.2,0.6,8.8
381,2015,Santa Catarina,Urbana,Federal,92.7,87.4,7,11.2,0.3,1.4
382,2015,Santa Catarina,Urbana,Estadual,89.7,76.6,9.5,14.4,0.8,9
383,2015,Santa Catarina,Urbana,Municipal,94.2,88.5,5.3,7,0.5,4.5
384,2015,Santa Catarina,Urbana,Privada,98.4,95.4,1.5,4.3,0.1,0.3
385,2015,Santa Catarina,Rural,Total,95,87.1,4.6,7.9,0.4,5
386,2015,Santa Catarina,Rural,Pública,95,86.7,4.6,8.2,0.4,5.1
387,2015,Santa Catarina,Rural,Federal,--,88.7,--,9.5,--,1.8
388,2015,Santa Catarina,Rural,Estadual,92.8,86.5,6.4,8,0.8,5.5
389,2015,Santa Catarina,Rural,Municipal,95.9,85.6,3.8,7.2,0.3,7.2
390,2015,Santa Catarina,Rural,Privada,87.5,98.6,12.5,1.4,0,0
391,2015,Rio Grande do Sul,Total,Total,87.4,75.6,11.5,17.3,1.1,7.1
392,2015,Rio Grande do Sul,Total,Pública,86.2,73.3,12.6,18.7,1.2,8
393,2015,Rio Grande do Sul,Total,Federal,95.8,84.8,4.2,12.4,0,2.8
394,2015,Rio Grande do Sul,Total,Estadual,84.1,73,14.6,18.9,1.3,8.1
395,2015,Rio Grande do Sul,Total,Municipal,87.8,67.4,11,19.8,1.2,12.8
396,2015,Rio Grande do Sul,Total,Privada,97.3,92.7,2.7,6.9,0,0.4
397,2015,Rio Grande do Sul,Urbana,Total,87.2,75.3,11.8,17.5,1,7.2
398,2015,Rio Grande do Sul,Urbana,Pública,85.7,73,13.1,18.9,1.2,8.1
399,2015,Rio Grande do Sul,Urbana,Federal,95.8,84.5,4.2,12.4,0,3.1
400,2015,Rio Grande do Sul,Urbana,Estadual,83.8,72.8,15,19.1,1.2,8.1
401,2015,Rio Grande do Sul,Urbana,Municipal,87.4,65.8,11.4,21.1,1.2,13.1
402,2015,Rio Grande do Sul,Urbana,Privada,97.3,92.8,2.6,6.9,0.1,0.3
403,2015,Rio Grande do Sul,Rural,Total,89.5,81.7,9.2,12.6,1.3,5.7
404,2015,Rio Grande do Sul,Rural,Pública,89.6,81.4,9.2,12.8,1.2,5.8
405,2015,Rio Grande do Sul,Rural,Federal,--,86,--,12.3,--,1.7
406,2015,Rio Grande do Sul,Rural,Estadual,87.9,80.1,10.3,13.2,1.8,6.7
407,2015,Rio Grande do Sul,Rural,Municipal,90.3,85,8.7,6.5,1,8.5
408,2015,Rio Grande do Sul,Rural,Privada,88.6,90.9,11,6.2,0.4,2.9
